months_as_customer,age,policy_state,policy_csl,policy_detuctable,policy_monthly_premium,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,total_policy_premium_by_months_customer
89,32,266247,IN,100/300,Audi,2000,1482.53,0,FEMALE,MD,tech-support,kayaking,not-in-family,1/23/2015,Parked Car,?,Trivial Damage,WV,Northbrook,5,1,YES,1,?,100,10,20,70,A3
458,61,921851,IN,100/300,Volkswagen,1000,1328.18,0,FEMALE,High School,protective-serv,bungie-jumping,other-relative,2/25/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Columbus,18,1,NO,2,NO,56340,6260,6260,43820,Passat
239,40,488724,IN,100/300,Dodge,500,1463.95,0,FEMALE,JD,sales,skydiving,own-child,2/11/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Springfield,20,3,?,0,YES,69740,6340,6340,57060,Neon
161,38,192524,IL,100/300,Volkswagen,2000,1133.85,0,MALE,PhD,priv-house-serv,exercise,not-in-family,1/3/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,0,3,YES,2,YES,60480,5040,15120,40320,Jetta
446,61,338070,IN,500/1000,Nissan,1000,1037.32,0,FEMALE,High School,tech-support,skydiving,wife,1/30/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Hillsdale,1,3,?,2,NO,80880,6740,13480,60660,Ultima
476,61,865607,IN,250/500,Suburu,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,1/18/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,10,1,?,1,YES,49390,8980,4490,35920,Legacy
70,29,963285,IN,100/300,Dodge,1000,1425.79,0,FEMALE,MD,armed-forces,video-games,other-relative,1/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,12,1,NO,0,?,69360,11560,11560,46240,RAM
233,41,728491,OH,500/1000,Chevrolet,2000,1615.14,0,FEMALE,Associate,tech-support,board-games,other-relative,1/20/2015,Vehicle Theft,?,Minor Damage,NY,Springfield,6,1,NO,0,?,3740,680,680,2380,Malibu
122,33,553436,IL,250/500,Nissan,500,1236.5,0,MALE,PhD,other-service,bungie-jumping,husband,2/12/2015,Parked Car,?,Trivial Damage,NY,Hillsdale,1,1,NO,0,NO,5060,460,920,3680,Ultima
335,48,440616,IL,500/1000,BMW,2000,1017.97,0,FEMALE,MD,machine-op-inspct,chess,wife,2/19/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Columbus,21,3,NO,0,YES,35860,3260,6520,26080,X5
257,40,463237,IN,100/300,Ford,2000,1306,0,MALE,Associate,machine-op-inspct,cross-fit,husband,2/21/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,3,3,YES,2,?,50050,7700,3850,38500,Fusion
85,27,753452,IL,500/1000,Toyota,2000,1174.14,0,MALE,College,priv-house-serv,dancing,unmarried,2/2/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,14,4,YES,0,NO,59070,10740,5370,42960,Camry
133,30,920554,IN,500/1000,Dodge,1000,1231.01,0,MALE,College,adm-clerical,board-games,husband,2/1/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Riverwood,19,3,NO,1,?,28440,3160,3160,22120,Neon
119,34,594783,IL,250/500,Honda,500,1299.18,0,FEMALE,College,tech-support,hiking,wife,1/8/2015,Single Vehicle Collision,Front Collision,Major Damage,OH,Springfield,7,1,YES,2,YES,45540,8280,8280,28980,Civic
169,34,725330,IN,100/300,Volkswagen,500,1469.75,0,FEMALE,JD,sales,reading,not-in-family,1/16/2015,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Arlington,0,1,?,0,YES,38700,7740,3870,27090,Passat
225,39,607259,OH,250/500,Nissan,500,1390.72,0,MALE,Masters,tech-support,paintball,other-relative,2/20/2015,Parked Car,?,Trivial Damage,SC,Northbrook,6,1,YES,2,YES,5830,1060,530,4240,Pathfinder
84,32,979336,IL,500/1000,BMW,500,1694.09,7000000,FEMALE,Associate,prof-specialty,cross-fit,husband,1/30/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbend,0,1,YES,0,?,57240,4770,9540,42930,X6
169,39,865201,OH,100/300,Suburu,2000,1140.15,0,MALE,High School,armed-forces,exercise,husband,1/19/2015,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,9,3,YES,0,NO,46200,4200,8400,33600,Legacy
124,32,140977,IN,100/300,Toyota,1000,1310.71,0,FEMALE,Masters,farming-fishing,kayaking,wife,2/25/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,23,1,YES,0,NO,57700,5770,5770,46160,Camry
320,48,787351,IL,250/500,Saab,2000,1730.49,7000000,MALE,College,transport-moving,hiking,not-in-family,1/24/2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,13,3,NO,2,NO,56160,4680,9360,42120,95
297,47,272330,IN,250/500,Jeep,500,1616.65,7000000,MALE,MD,adm-clerical,movies,unmarried,1/16/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,0,3,?,0,YES,44400,5550,5550,33300,Grand Cherokee
421,56,728025,IN,100/300,Mercedes,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,own-child,1/12/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,7,1,?,2,?,92730,16860,8430,67440,E400
136,33,804608,OH,250/500,Toyota,1000,855.14,0,FEMALE,PhD,craft-repair,paintball,not-in-family,1/4/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbrook,23,1,YES,0,YES,30700,3070,6140,21490,Corolla
46,24,718829,OH,250/500,Toyota,2000,1568.47,4000000,FEMALE,High School,armed-forces,yachting,unmarried,2/2/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Northbrook,7,1,NO,2,?,56600,11320,5660,39620,Camry
34,24,482404,IN,500/1000,Audi,2000,1550.53,0,FEMALE,MD,armed-forces,dancing,own-child,2/1/2015,Parked Car,?,Trivial Damage,VA,Hillsdale,20,1,YES,0,?,3960,660,660,2640,A3
95,30,331170,IL,250/500,Accura,2000,1370.92,0,MALE,College,transport-moving,video-games,unmarried,2/14/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,22,1,YES,0,?,34800,3480,6960,24360,MDX
140,36,753056,IN,250/500,Chevrolet,500,1363.59,0,FEMALE,JD,armed-forces,kayaking,not-in-family,2/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Riverwood,10,3,?,2,YES,79500,7950,7950,63600,Tahoe
200,34,910365,IN,250/500,Chevrolet,1000,828.42,3000000,FEMALE,College,prof-specialty,basketball,other-relative,1/22/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Arlington,10,1,?,2,NO,56000,5600,5600,44800,Malibu
123,29,379268,IN,250/500,Volkswagen,500,1209.63,0,FEMALE,Masters,machine-op-inspct,chess,not-in-family,1/14/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Arlington,17,1,YES,1,YES,73260,16280,0,56980,Jetta
267,46,362843,OH,250/500,Toyota,2000,1111.17,0,MALE,MD,craft-repair,base-jumping,unmarried,2/3/2015,Parked Car,?,Trivial Damage,WV,Arlington,3,1,YES,2,YES,4950,900,450,3600,Camry
290,42,135400,IN,500/1000,Saab,500,989.97,0,MALE,Masters,machine-op-inspct,kayaking,own-child,1/20/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,10,1,NO,0,NO,48000,4800,9600,33600,95
45,37,798579,IN,250/500,Nissan,1000,1114.23,0,MALE,College,prof-specialty,dancing,wife,1/1/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,1,1,YES,0,YES,52200,10440,5220,36540,Pathfinder
186,38,250833,IN,250/500,Audi,2000,1347.31,0,FEMALE,JD,protective-serv,dancing,unmarried,2/2/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,1,3,NO,2,?,73800,12300,12300,49200,A3
135,34,824116,IL,250/500,Audi,2000,1687.53,0,FEMALE,JD,protective-serv,base-jumping,other-relative,1/23/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Northbend,7,1,?,1,NO,78200,15640,7820,54740,A3
110,33,322613,IN,250/500,Saab,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,husband,1/26/2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Northbend,19,1,?,2,NO,55200,13800,9200,32200,93
259,43,871305,IL,500/1000,Ford,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,kayaking,own-child,1/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,3,3,NO,0,YES,57060,6340,6340,44380,Fusion
114,30,488037,OH,250/500,Chevrolet,1000,1173.25,0,FEMALE,Masters,protective-serv,dancing,husband,2/25/2015,Vehicle Theft,?,Minor Damage,WV,Arlington,3,1,NO,0,YES,4680,520,520,3640,Malibu
404,56,485813,IN,250/500,Accura,1000,1361.16,4000000,FEMALE,Masters,transport-moving,cross-fit,not-in-family,1/15/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Hillsdale,23,1,NO,2,YES,53100,5310,5310,42480,MDX
282,48,886473,OH,500/1000,Accura,2000,1422.56,7000000,FEMALE,MD,prof-specialty,video-games,husband,2/9/2015,Vehicle Theft,?,Minor Damage,WV,Springfield,7,1,?,1,NO,3520,640,320,2560,MDX
57,25,907113,IL,500/1000,Nissan,2000,1143.06,0,FEMALE,Masters,tech-support,dancing,own-child,1/16/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,0,3,NO,0,YES,72900,14580,14580,43740,Maxima
215,38,833321,IN,250/500,Volkswagen,500,1405.71,0,FEMALE,PhD,craft-repair,camping,unmarried,2/1/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Arlington,10,1,?,0,NO,70700,7070,14140,49490,Passat
140,30,521592,IL,100/300,Nissan,500,1354.2,0,FEMALE,College,adm-clerical,bungie-jumping,wife,2/10/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Columbus,4,4,?,0,?,60170,5470,10940,43760,Pathfinder
250,42,254837,IN,100/300,Ford,500,1055.6,0,MALE,High School,exec-managerial,paintball,husband,1/3/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Columbus,16,1,?,1,?,74800,13600,6800,54400,Fusion
286,41,634499,IL,250/500,Chevrolet,1000,999.43,0,MALE,College,prof-specialty,paintball,wife,1/1/2015,Vehicle Theft,?,Trivial Damage,WV,Northbend,3,1,YES,2,?,4100,820,410,2870,Malibu
356,47,574707,IN,250/500,Dodge,2000,1155.97,0,MALE,High School,prof-specialty,camping,husband,2/23/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Columbus,5,1,YES,0,?,61490,5590,11180,44720,RAM
65,29,476839,IL,250/500,Audi,1000,1726.91,0,MALE,High School,other-service,basketball,own-child,1/28/2015,Vehicle Theft,?,Trivial Damage,VA,Hillsdale,14,1,?,0,?,7200,720,1440,5040,A5
187,34,149601,IN,500/1000,Nissan,500,1232.57,0,FEMALE,PhD,machine-op-inspct,polo,not-in-family,2/22/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Arlington,7,3,?,0,?,45100,8200,4100,32800,Pathfinder
386,53,630683,OH,250/500,Honda,500,1078.65,0,MALE,JD,craft-repair,camping,not-in-family,1/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Northbend,16,1,?,2,YES,66660,12120,6060,48480,Civic
197,41,500639,OH,500/1000,Volkswagen,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,not-in-family,1/10/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,6,1,NO,2,YES,76400,15280,7640,53480,Jetta
166,37,352120,IN,250/500,Ford,500,1518.54,0,FEMALE,MD,craft-repair,kayaking,not-in-family,1/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,PA,Riverwood,10,1,YES,1,NO,58300,10600,10600,37100,F150
293,49,569245,IL,100/300,Volkswagen,2000,1239.06,0,FEMALE,JD,transport-moving,skydiving,husband,1/10/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,19,1,?,1,?,57310,5210,10420,41680,Passat
179,32,907012,OH,500/1000,Suburu,2000,1246.68,0,FEMALE,PhD,priv-house-serv,movies,own-child,1/28/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,10,1,?,0,?,53100,5900,5900,41300,Impreza
76,24,700074,OH,250/500,Suburu,1000,1622.67,0,FEMALE,MD,priv-house-serv,paintball,husband,2/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,6,3,NO,1,?,74700,14940,7470,52290,Forrestor
105,28,866805,OH,250/500,Audi,500,1082.36,0,FEMALE,Associate,prof-specialty,golf,own-child,1/24/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Riverwood,12,3,NO,2,NO,60500,12100,6050,42350,A5
97,26,951863,OH,250/500,Jeep,1000,1270.55,0,MALE,Masters,protective-serv,chess,unmarried,1/20/2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,Riverwood,10,3,YES,2,NO,84920,7720,15440,61760,Wrangler
148,36,211578,IL,500/1000,Dodge,1000,1236.32,5000000,FEMALE,MD,adm-clerical,hiking,own-child,1/10/2015,Single Vehicle Collision,Side Collision,Total Loss,PA,Northbrook,0,1,NO,2,NO,61050,5550,11100,44400,Neon
77,26,357394,IL,250/500,Audi,2000,785.82,0,MALE,JD,exec-managerial,movies,other-relative,1/7/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,12,3,YES,2,?,69080,12560,6280,50240,A5
295,46,863749,IN,250/500,Nissan,500,1265.84,0,FEMALE,JD,prof-specialty,paintball,own-child,1/16/2015,Vehicle Theft,?,Minor Damage,VA,Arlington,10,1,YES,1,YES,4560,760,380,3420,Pathfinder
126,28,596914,IN,250/500,Ford,500,1508.9,0,FEMALE,JD,machine-op-inspct,skydiving,other-relative,1/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,3,4,NO,0,?,67800,11300,11300,45200,F150
132,32,684653,OH,250/500,Suburu,2000,1106.84,0,MALE,PhD,other-service,reading,wife,1/7/2015,Vehicle Theft,?,Minor Damage,SC,Riverwood,21,1,YES,1,YES,5600,1120,560,3920,Legacy
370,55,528259,IN,500/1000,Mercedes,2000,1389.13,7000000,MALE,JD,other-service,basketball,wife,2/17/2015,Vehicle Theft,?,Minor Damage,NC,Northbrook,6,1,?,0,?,9000,900,1800,6300,ML350
257,43,797636,IN,100/300,Nissan,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,other-relative,2/26/2015,Single Vehicle Collision,Rear Collision,Total Loss,VA,Northbend,0,1,NO,0,YES,85320,21330,7110,56880,Pathfinder
9,24,326180,IL,100/300,Audi,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,golf,other-relative,1/31/2015,Vehicle Theft,?,Trivial Damage,NC,Arlington,6,1,NO,0,YES,5940,540,1080,4320,A5
185,34,620075,OH,250/500,BMW,500,1257.36,0,FEMALE,PhD,armed-forces,movies,husband,2/27/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Arlington,20,3,YES,1,?,51370,9340,4670,37360,M5
234,43,965187,OH,250/500,Dodge,500,1257.04,0,MALE,Associate,protective-serv,reading,own-child,3/1/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,4,1,NO,2,YES,51600,10320,5160,36120,Neon
253,44,516182,OH,100/300,Chevrolet,2000,719.52,0,FEMALE,High School,farming-fishing,golf,own-child,2/13/2015,Parked Car,?,Trivial Damage,SC,Arlington,9,1,NO,0,?,5400,600,600,4200,Malibu
233,39,728839,OH,500/1000,Saab,2000,1524.18,0,MALE,JD,craft-repair,reading,unmarried,1/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,20,3,?,1,YES,48870,5430,5430,38010,95
274,44,771509,IN,500/1000,BMW,500,1395.58,0,FEMALE,JD,tech-support,reading,husband,2/5/2015,Vehicle Theft,?,Minor Damage,WV,Springfield,7,1,NO,2,?,5590,860,860,3870,X5
297,48,264221,IL,500/1000,Toyota,1000,1243.68,0,MALE,Masters,protective-serv,camping,wife,2/20/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Springfield,18,3,?,0,?,54960,6870,0,48090,Corolla
273,47,602704,OH,500/1000,Jeep,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,own-child,1/24/2015,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,0,3,NO,1,?,39800,7960,3980,27860,Wrangler
147,37,672416,IN,500/1000,Ford,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,own-child,1/31/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,11,3,?,0,?,56160,6240,6240,43680,Fusion
285,42,545506,IN,100/300,Toyota,500,1389.13,0,MALE,Associate,priv-house-serv,golf,not-in-family,1/23/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,13,1,NO,0,?,52700,5270,10540,36890,Corolla
289,43,777533,OH,500/1000,Jeep,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,not-in-family,1/11/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,19,3,YES,1,?,68580,7620,7620,53340,Wrangler
427,60,953334,IN,100/300,Volkswagen,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,own-child,2/20/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,23,1,YES,1,YES,90860,12980,19470,58410,Jetta
380,53,369781,IL,250/500,Saab,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,wife,2/24/2015,Parked Car,?,Trivial Damage,NC,Northbend,23,1,NO,0,NO,5700,570,570,4560,93
13,21,990998,IN,100/300,Accura,1000,1556.31,0,MALE,Associate,prof-specialty,golf,not-in-family,1/19/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Hillsdale,19,3,YES,2,YES,94930,8630,8630,77670,RSX
282,43,982678,OH,250/500,Audi,500,1452.27,0,MALE,MD,farming-fishing,video-games,not-in-family,1/8/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Northbend,19,1,NO,1,NO,46800,4680,9360,32760,A5
312,47,646069,OH,500/1000,Mercedes,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,wife,3/1/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,17,3,NO,2,NO,56320,7040,7040,42240,ML350
266,46,331683,OH,100/300,Nissan,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,husband,1/21/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Hillsdale,18,1,NO,1,YES,83490,7590,15180,60720,Pathfinder
30,36,364055,IN,500/1000,Saab,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,wife,2/28/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Northbrook,17,3,NO,2,?,57900,5790,5790,46320,95
198,36,521854,IN,250/500,Audi,1000,1096.39,0,MALE,High School,armed-forces,kayaking,own-child,1/26/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,11,3,?,1,YES,49410,5490,5490,38430,A3
290,45,737252,OH,500/1000,Suburu,2000,1215.36,0,MALE,Associate,tech-support,reading,own-child,1/31/2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbend,22,3,?,0,NO,66200,6620,6620,52960,Impreza
260,46,344480,OH,100/300,Toyota,2000,1482.57,0,MALE,MD,priv-house-serv,reading,husband,2/20/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,7,1,NO,0,NO,64080,10680,10680,42720,Camry
233,43,898519,OH,250/500,Nissan,1000,954.18,0,FEMALE,College,tech-support,dancing,other-relative,2/17/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,17,3,?,2,YES,42500,8500,4250,29750,Pathfinder
130,30,957816,IL,500/1000,Suburu,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,own-child,2/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Columbus,16,3,NO,2,?,48950,8900,4450,35600,Legacy
230,42,175960,IN,100/300,Accura,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,own-child,2/6/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,13,3,NO,1,YES,58850,10700,10700,37450,MDX
212,40,489618,IL,500/1000,Nissan,1000,1524.45,0,FEMALE,Masters,other-service,golf,husband,2/11/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Northbrook,17,3,YES,0,YES,82400,8240,8240,65920,Pathfinder
299,44,717044,OH,500/1000,Suburu,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,other-relative,1/25/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Springfield,3,1,YES,2,?,54240,6780,6780,40680,Impreza
91,26,101421,IL,250/500,Jeep,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,2/23/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Arlington,15,3,?,0,?,74200,7420,7420,59360,Wrangler
398,53,793948,IL,100/300,Toyota,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,1/29/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,16,1,YES,2,?,47430,5270,5270,36890,Camry
218,43,737483,IL,250/500,Dodge,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,other-relative,1/2/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Hillsdale,18,1,?,1,YES,68200,13640,6820,47740,RAM
152,33,695117,IN,100/300,Accura,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,husband,2/6/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Hillsdale,18,1,NO,1,NO,63900,7100,7100,49700,TL
212,39,167466,OH,100/300,Dodge,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,not-in-family,2/14/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,22,2,NO,0,YES,59300,11860,5930,41510,RAM
242,44,664732,IL,500/1000,Suburu,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,other-relative,2/4/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Springfield,15,3,NO,1,YES,66900,6690,13380,46830,Forrestor
80,27,143038,OH,500/1000,Ford,500,795.31,0,MALE,JD,farming-fishing,skydiving,husband,2/12/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Arlington,16,3,YES,1,?,40810,3710,7420,29680,F150
260,43,979963,IN,100/300,Honda,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,not-in-family,2/12/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Riverwood,18,1,?,1,?,75400,15080,7540,52780,CRV
133,34,467841,IN,500/1000,Jeep,500,1074.07,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,1/28/2015,Parked Car,?,Minor Damage,WV,Northbend,8,1,NO,2,YES,4200,420,840,2940,Wrangler
290,45,219028,OH,100/300,Ford,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,wife,1/10/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Hillsdale,23,3,YES,0,YES,52650,5850,5850,40950,F150
322,49,130156,IL,250/500,Chevrolet,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,own-child,1/19/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Hillsdale,18,1,?,0,YES,42240,7680,7680,26880,Malibu
228,39,762951,IN,500/1000,Mercedes,500,1388.62,0,FEMALE,JD,sales,reading,husband,1/19/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Riverwood,10,1,YES,1,YES,59490,6610,6610,46270,ML350
195,37,376879,IL,100/300,Jeep,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,unmarried,1/28/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,12,1,NO,0,NO,44200,4420,4420,35360,Wrangler
247,39,599031,IN,100/300,Saab,500,1558.29,0,FEMALE,Masters,protective-serv,reading,unmarried,2/16/2015,Vehicle Theft,?,Trivial Damage,WV,Springfield,5,1,YES,1,?,7700,770,1540,5390,93
405,57,676255,IN,500/1000,Saab,1000,1132.47,4000000,MALE,MD,priv-house-serv,exercise,other-relative,1/8/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Northbend,21,3,?,2,?,61440,10240,10240,40960,93
144,37,985446,OH,250/500,Chevrolet,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,1/24/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Columbus,17,3,YES,1,NO,54400,5440,10880,38080,Silverado
338,47,884180,IL,500/1000,Mercedes,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,other-relative,2/18/2015,Single Vehicle Collision,Front Collision,Total Loss,NC,Arlington,4,1,YES,2,?,58560,9760,9760,39040,E400
121,34,571462,IN,500/1000,Dodge,500,1285.42,0,MALE,MD,priv-house-serv,video-games,wife,1/21/2015,Single Vehicle Collision,Front Collision,Major Damage,VA,Northbrook,11,1,NO,1,NO,67300,6730,6730,53840,RAM
398,55,815883,OH,250/500,BMW,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,wife,1/8/2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,18,1,?,1,YES,36740,3340,6680,26720,X5
9,30,258265,IL,100/300,BMW,1000,1073.83,0,FEMALE,High School,machine-op-inspct,dancing,not-in-family,2/2/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbrook,12,1,?,0,NO,85690,15580,15580,54530,3 Series
115,31,569714,OH,500/1000,Audi,1000,1051.67,0,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,3/1/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Riverwood,18,3,YES,0,NO,34160,0,4270,29890,A5
280,48,180008,IL,250/500,BMW,1000,1387.35,0,MALE,JD,transport-moving,paintball,not-in-family,2/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Hillsdale,16,1,NO,2,?,61320,10220,10220,40880,M5
254,45,633375,IL,250/500,BMW,500,1083.64,0,MALE,JD,other-service,paintball,husband,2/27/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Columbus,19,3,YES,0,?,79680,13280,13280,53120,3 Series
141,30,556538,IL,250/500,Audi,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,other-relative,2/9/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,13,1,NO,1,YES,61740,6860,6860,48020,A3
441,55,669501,IN,250/500,Honda,500,1270.29,4000000,MALE,College,armed-forces,exercise,husband,2/19/2015,Parked Car,?,Minor Damage,VA,Arlington,4,1,NO,0,NO,6400,640,640,5120,Civic
381,55,963761,OH,500/1000,Accura,500,1459.99,0,FEMALE,MD,other-service,chess,wife,1/12/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,8,1,YES,1,YES,60600,12120,6060,42420,TL
191,38,753005,IL,100/300,Volkswagen,2000,1253.44,0,FEMALE,Masters,craft-repair,sleeping,not-in-family,2/7/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Hillsdale,19,3,NO,2,NO,56320,10240,5120,40960,Jetta
145,34,454758,IN,100/300,Suburu,1000,1142.48,0,FEMALE,JD,priv-house-serv,sleeping,other-relative,1/13/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Northbend,18,1,YES,2,NO,52250,9500,4750,38000,Legacy
